group,assigned_split,source_split,variant,classes,source_image,included,output_image
picture_scratch_238,train,train,g0.6,2,train/images/picture_scratch_238_g0.6.png,False,
picture_scratch_238,train,train,g1.6,2,train/images/picture_scratch_238_g1.6.png,False,
picture_scratch_238,train,train,r180,2,train/images/picture_scratch_238_r180.png,True,split_v3/train/images/picture_scratch_238_r180.png
picture_scratch_238,train,train,r270,2,train/images/picture_scratch_238_r270.png,True,split_v3/train/images/picture_scratch_238_r270.png
picture_scratch_238,train,train,r90,2,train/images/picture_scratch_238_r90.png,True,split_v3/train/images/picture_scratch_238_r90.png
picture_scratch_239,train,train,base,2,train/images/picture_scratch_239.png,True,split_v3/train/images/picture_scratch_239.png
picture_scratch_239,train,train,g0.6,2,train/images/picture_scratch_239_g0.6.png,False,
picture_scratch_239,train,train,g1.6,2,train/images/picture_scratch_239_g1.6.png,False,
picture_scratch_239,train,train,r180,2,train/images/picture_scratch_239_r180.png,True,split_v3/train/images/picture_scratch_239_r180.png
picture_scratch_239,train,train,r270,2,train/images/picture_scratch_239_r270.png,True,split_v3/train/images/picture_scratch_239_r270.png
picture_scratch_239,train,train,r90,2,train/images/picture_scratch_239_r90.png,True,split_v3/train/images/picture_scratch_239_r90.png
picture_scratch_239,train,val,base,2,val/images/picture_scratch_239.png,True,split_v3/train/images/picture_scratch_239__src_val.png
picture_scratch_240,train,train,base,2,train/images/picture_scratch_240.png,True,split_v3/train/images/picture_scratch_240.png
picture_scratch_240,train,train,g0.6,2,train/images/picture_scratch_240_g0.6.png,False,
picture_scratch_240,train,train,g1.6,2,train/images/picture_scratch_240_g1.6.png,False,
picture_scratch_240,train,train,r180,2,train/images/picture_scratch_240_r180.png,True,split_v3/train/images/picture_scratch_240_r180.png
picture_scratch_240,train,train,r270,2,train/images/picture_scratch_240_r270.png,True,split_v3/train/images/picture_scratch_240_r270.png
picture_scratch_240,train,train,r90,2,train/images/picture_scratch_240_r90.png,True,split_v3/train/images/picture_scratch_240_r90.png
picture_scratch_240,train,val,base,2,val/images/picture_scratch_240.png,True,split_v3/train/images/picture_scratch_240__src_val.png
picture_scratch_241,train,test,base,2,test/images/picture_scratch_241.png,True,split_v3/train/images/picture_scratch_241.png
picture_scratch_241,train,val,base,2,val/images/picture_scratch_241.png,True,split_v3/train/images/picture_scratch_241__src_val.png
picture_scratch_242,train,test,base,2,test/images/picture_scratch_242.png,True,split_v3/train/images/picture_scratch_242.png
picture_scratch_242,train,train,base,2,train/images/picture_scratch_242.png,True,split_v3/train/images/picture_scratch_242__src_train.png
picture_scratch_242,train,train,g0.6,2,train/images/picture_scratch_242_g0.6.png,False,
picture_scratch_242,train,train,g1.6,2,train/images/picture_scratch_242_g1.6.png,False,
picture_scratch_242,train,train,r180,2,train/images/picture_scratch_242_r180.png,True,split_v3/train/images/picture_scratch_242_r180.png
picture_scratch_242,train,train,r270,2,train/images/picture_scratch_242_r270.png,True,split_v3/train/images/picture_scratch_242_r270.png
picture_scratch_242,train,train,r90,2,train/images/picture_scratch_242_r90.png,True,split_v3/train/images/picture_scratch_242_r90.png
picture_scratch_243,train,train,base,2,train/images/picture_scratch_243.png,True,split_v3/train/images/picture_scratch_243.png
picture_scratch_243,train,train,g0.6,2,train/images/picture_scratch_243_g0.6.png,False,
picture_scratch_243,train,train,g1.6,2,train/images/picture_scratch_243_g1.6.png,False,
picture_scratch_243,train,train,r180,2,train/images/picture_scratch_243_r180.png,True,split_v3/train/images/picture_scratch_243_r180.png
picture_scratch_243,train,train,r270,2,train/images/picture_scratch_243_r270.png,True,split_v3/train/images/picture_scratch_243_r270.png
picture_scratch_243,train,train,r90,2,train/images/picture_scratch_243_r90.png,True,split_v3/train/images/picture_scratch_243_r90.png
picture_scratch_243,train,val,base,2,val/images/picture_scratch_243.png,True,split_v3/train/images/picture_scratch_243__src_val.png
picture_scratch_244,train,test,base,2,test/images/picture_scratch_244.png,True,split_v3/train/images/picture_scratch_244.png
picture_scratch_244,train,train,base,2,train/images/picture_scratch_244.png,True,split_v3/train/images/picture_scratch_244__src_train.png
picture_scratch_244,train,train,g0.6,2,train/images/picture_scratch_244_g0.6.png,False,
picture_scratch_244,train,train,g1.6,2,train/images/picture_scratch_244_g1.6.png,False,
picture_scratch_244,train,train,r180,2,train/images/picture_scratch_244_r180.png,True,split_v3/train/images/picture_scratch_244_r180.png
picture_scratch_244,train,train,r270,2,train/images/picture_scratch_244_r270.png,True,split_v3/train/images/picture_scratch_244_r270.png
picture_scratch_244,train,train,r90,2,train/images/picture_scratch_244_r90.png,True,split_v3/train/images/picture_scratch_244_r90.png
picture_scratch_245,test,test,base,2,test/images/picture_scratch_245.png,False,
picture_scratch_245,test,train,base,2,train/images/picture_scratch_245.png,True,split_v3/test/images/picture_scratch_245.png
picture_scratch_245,test,train,g0.6,2,train/images/picture_scratch_245_g0.6.png,False,
picture_scratch_245,test,train,g1.6,2,train/images/picture_scratch_245_g1.6.png,False,
picture_scratch_245,test,train,r180,2,train/images/picture_scratch_245_r180.png,False,
picture_scratch_245,test,train,r270,2,train/images/picture_scratch_245_r270.png,False,
picture_scratch_245,test,train,r90,2,train/images/picture_scratch_245_r90.png,False,
picture_scratch_246,train,train,base,2,train/images/picture_scratch_246.png,True,split_v3/train/images/picture_scratch_246.png
picture_scratch_246,train,train,g0.6,2,train/images/picture_scratch_246_g0.6.png,False,
picture_scratch_246,train,train,g1.6,2,train/images/picture_scratch_246_g1.6.png,False,
picture_scratch_246,train,train,r180,2,train/images/picture_scratch_246_r180.png,True,split_v3/train/images/picture_scratch_246_r180.png
picture_scratch_246,train,train,r270,2,train/images/picture_scratch_246_r270.png,True,split_v3/train/images/picture_scratch_246_r270.png
picture_scratch_246,train,train,r90,2,train/images/picture_scratch_246_r90.png,True,split_v3/train/images/picture_scratch_246_r90.png
picture_scratch_246,train,val,base,2,val/images/picture_scratch_246.png,True,split_v3/train/images/picture_scratch_246__src_val.png
picture_scratch_247,train,train,base,2,train/images/picture_scratch_247.png,True,split_v3/train/images/picture_scratch_247.png
picture_scratch_247,train,train,g0.6,2,train/images/picture_scratch_247_g0.6.png,False,
picture_scratch_247,train,train,g1.6,2,train/images/picture_scratch_247_g1.6.png,False,
picture_scratch_247,train,train,r180,2,train/images/picture_scratch_247_r180.png,True,split_v3/train/images/picture_scratch_247_r180.png
picture_scratch_247,train,train,r270,2,train/images/picture_scratch_247_r270.png,True,split_v3/train/images/picture_scratch_247_r270.png
picture_scratch_247,train,train,r90,2,train/images/picture_scratch_247_r90.png,True,split_v3/train/images/picture_scratch_247_r90.png
picture_scratch_247,train,val,base,2,val/images/picture_scratch_247.png,True,split_v3/train/images/picture_scratch_247__src_val.png
picture_scratch_248,train,test,base,2,test/images/picture_scratch_248.png,True,split_v3/train/images/picture_scratch_248.png
picture_scratch_248,train,train,base,2,train/images/picture_scratch_248.png,True,split_v3/train/images/picture_scratch_248__src_train.png
picture_scratch_248,train,train,g0.6,2,train/images/picture_scratch_248_g0.6.png,False,
picture_scratch_248,train,train,g1.6,2,train/images/picture_scratch_248_g1.6.png,False,
picture_scratch_248,train,train,r180,2,train/images/picture_scratch_248_r180.png,True,split_v3/train/images/picture_scratch_248_r180.png
picture_scratch_248,train,train,r270,2,train/images/picture_scratch_248_r270.png,True,split_v3/train/images/picture_scratch_248_r270.png
picture_scratch_248,train,train,r90,2,train/images/picture_scratch_248_r90.png,True,split_v3/train/images/picture_scratch_248_r90.png
picture_scratch_249,train,test,base,2,test/images/picture_scratch_249.png,True,split_v3/train/images/picture_scratch_249.png
picture_scratch_249,train,val,base,2,val/images/picture_scratch_249.png,True,split_v3/train/images/picture_scratch_249__src_val.png
picture_scratch_250,train,train,base,2,train/images/picture_scratch_250.png,True,split_v3/train/images/picture_scratch_250.png
picture_scratch_250,train,train,g0.6,2,train/images/picture_scratch_250_g0.6.png,False,
picture_scratch_250,train,train,g1.6,2,train/images/picture_scratch_250_g1.6.png,False,
picture_scratch_250,train,train,r180,2,train/images/picture_scratch_250_r180.png,True,split_v3/train/images/picture_scratch_250_r180.png
picture_scratch_250,train,train,r270,2,train/images/picture_scratch_250_r270.png,True,split_v3/train/images/picture_scratch_250_r270.png
picture_scratch_250,train,train,r90,2,train/images/picture_scratch_250_r90.png,True,split_v3/train/images/picture_scratch_250_r90.png
picture_scratch_251,train,train,base,2,train/images/picture_scratch_251.png,True,split_v3/train/images/picture_scratch_251.png
picture_scratch_251,train,train,g0.6,2,train/images/picture_scratch_251_g0.6.png,False,
picture_scratch_251,train,train,g1.6,2,train/images/picture_scratch_251_g1.6.png,False,
picture_scratch_251,train,train,r180,2,train/images/picture_scratch_251_r180.png,True,split_v3/train/images/picture_scratch_251_r180.png
picture_scratch_251,train,train,r270,2,train/images/picture_scratch_251_r270.png,True,split_v3/train/images/picture_scratch_251_r270.png
picture_scratch_251,train,train,r90,2,train/images/picture_scratch_251_r90.png,True,split_v3/train/images/picture_scratch_251_r90.png
picture_scratch_252,train,train,base,2,train/images/picture_scratch_252.png,True,split_v3/train/images/picture_scratch_252.png
picture_scratch_252,train,train,g0.6,2,train/images/picture_scratch_252_g0.6.png,False,
picture_scratch_252,train,train,g1.6,2,train/images/picture_scratch_252_g1.6.png,False,
picture_scratch_252,train,train,r180,2,train/images/picture_scratch_252_r180.png,True,split_v3/train/images/picture_scratch_252_r180.png
picture_scratch_252,train,train,r270,2,train/images/picture_scratch_252_r270.png,True,split_v3/train/images/picture_scratch_252_r270.png
picture_scratch_252,train,train,r90,2,train/images/picture_scratch_252_r90.png,True,split_v3/train/images/picture_scratch_252_r90.png
picture_scratch_253,train,train,base,2,train/images/picture_scratch_253.png,True,split_v3/train/images/picture_scratch_253.png
picture_scratch_253,train,train,g0.6,2,train/images/picture_scratch_253_g0.6.png,False,
picture_scratch_253,train,train,g1.6,2,train/images/picture_scratch_253_g1.6.png,False,
picture_scratch_253,train,train,r180,2,train/images/picture_scratch_253_r180.png,True,split_v3/train/images/picture_scratch_253_r180.png
picture_scratch_253,train,train,r270,2,train/images/picture_scratch_253_r270.png,True,split_v3/train/images/picture_scratch_253_r270.png
picture_scratch_253,train,train,r90,2,train/images/picture_scratch_253_r90.png,True,split_v3/train/images/picture_scratch_253_r90.png
picture_scratch_254,val,train,base,2,train/images/picture_scratch_254.png,True,split_v3/val/images/picture_scratch_254.png
picture_scratch_254,val,train,g0.6,2,train/images/picture_scratch_254_g0.6.png,False,
picture_scratch_254,val,train,g1.6,2,train/images/picture_scratch_254_g1.6.png,False,
picture_scratch_254,val,train,r180,2,train/images/picture_scratch_254_r180.png,False,
picture_scratch_254,val,train,r270,2,train/images/picture_scratch_254_r270.png,False,
picture_scratch_254,val,train,r90,2,train/images/picture_scratch_254_r90.png,False,
picture_scratch_255,train,train,base,2,train/images/picture_scratch_255.png,True,split_v3/train/images/picture_scratch_255.png
picture_scratch_255,train,train,g0.6,2,train/images/picture_scratch_255_g0.6.png,False,
picture_scratch_255,train,train,g1.6,2,train/images/picture_scratch_255_g1.6.png,False,
picture_scratch_255,train,train,r180,2,train/images/picture_scratch_255_r180.png,True,split_v3/train/images/picture_scratch_255_r180.png
picture_scratch_255,train,train,r270,2,train/images/picture_scratch_255_r270.png,True,split_v3/train/images/picture_scratch_255_r270.png
picture_scratch_255,train,train,r90,2,train/images/picture_scratch_255_r90.png,True,split_v3/train/images/picture_scratch_255_r90.png
picture_scratch_256,test,train,base,2,train/images/picture_scratch_256.png,True,split_v3/test/images/picture_scratch_256.png
picture_scratch_256,test,train,g0.6,2,train/images/picture_scratch_256_g0.6.png,False,
picture_scratch_256,test,train,g1.6,2,train/images/picture_scratch_256_g1.6.png,False,
picture_scratch_256,test,train,r180,2,train/images/picture_scratch_256_r180.png,False,
picture_scratch_256,test,train,r270,2,train/images/picture_scratch_256_r270.png,False,
picture_scratch_256,test,train,r90,2,train/images/picture_scratch_256_r90.png,False,
picture_scratch_257,train,train,base,2,train/images/picture_scratch_257.png,True,split_v3/train/images/picture_scratch_257.png
picture_scratch_257,train,train,g0.6,2,train/images/picture_scratch_257_g0.6.png,False,
picture_scratch_257,train,train,g1.6,2,train/images/picture_scratch_257_g1.6.png,False,
picture_scratch_257,train,train,r180,2,train/images/picture_scratch_257_r180.png,True,split_v3/train/images/picture_scratch_257_r180.png
picture_scratch_257,train,train,r270,2,train/images/picture_scratch_257_r270.png,True,split_v3/train/images/picture_scratch_257_r270.png
picture_scratch_257,train,train,r90,2,train/images/picture_scratch_257_r90.png,True,split_v3/train/images/picture_scratch_257_r90.png
picture_scratch_258,train,train,base,2,train/images/picture_scratch_258.png,True,split_v3/train/images/picture_scratch_258.png
picture_scratch_258,train,train,g0.6,2,train/images/picture_scratch_258_g0.6.png,False,
picture_scratch_258,train,train,g1.6,2,train/images/picture_scratch_258_g1.6.png,False,
picture_scratch_258,train,train,r180,2,train/images/picture_scratch_258_r180.png,True,split_v3/train/images/picture_scratch_258_r180.png
picture_scratch_258,train,train,r270,2,train/images/picture_scratch_258_r270.png,True,split_v3/train/images/picture_scratch_258_r270.png
picture_scratch_258,train,train,r90,2,train/images/picture_scratch_258_r90.png,True,split_v3/train/images/picture_scratch_258_r90.png
picture_scratch_259,train,train,base,2,train/images/picture_scratch_259.png,True,split_v3/train/images/picture_scratch_259.png
picture_scratch_259,train,train,g0.6,2,train/images/picture_scratch_259_g0.6.png,False,
picture_scratch_259,train,train,g1.6,2,train/images/picture_scratch_259_g1.6.png,False,
picture_scratch_259,train,train,r180,2,train/images/picture_scratch_259_r180.png,True,split_v3/train/images/picture_scratch_259_r180.png
picture_scratch_259,train,train,r270,2,train/images/picture_scratch_259_r270.png,True,split_v3/train/images/picture_scratch_259_r270.png
picture_scratch_259,train,train,r90,2,train/images/picture_scratch_259_r90.png,True,split_v3/train/images/picture_scratch_259_r90.png
picture_scratch_260,train,train,base,2,train/images/picture_scratch_260.png,True,split_v3/train/images/picture_scratch_260.png
picture_scratch_260,train,train,g0.6,2,train/images/picture_scratch_260_g0.6.png,False,
picture_scratch_260,train,train,g1.6,2,train/images/picture_scratch_260_g1.6.png,False,
picture_scratch_260,train,train,r180,2,train/images/picture_scratch_260_r180.png,True,split_v3/train/images/picture_scratch_260_r180.png
picture_scratch_260,train,train,r270,2,train/images/picture_scratch_260_r270.png,True,split_v3/train/images/picture_scratch_260_r270.png
picture_scratch_260,train,train,r90,2,train/images/picture_scratch_260_r90.png,True,split_v3/train/images/picture_scratch_260_r90.png
picture_scratch_261,train,val,base,2,val/images/picture_scratch_261.png,True,split_v3/train/images/picture_scratch_261.png
picture_scratch_262,val,train,base,2,train/images/picture_scratch_262.png,True,split_v3/val/images/picture_scratch_262.png
picture_scratch_262,val,train,g0.6,2,train/images/picture_scratch_262_g0.6.png,False,
picture_scratch_262,val,train,g1.6,2,train/images/picture_scratch_262_g1.6.png,False,
picture_scratch_262,val,train,r180,2,train/images/picture_scratch_262_r180.png,False,
picture_scratch_262,val,train,r270,2,train/images/picture_scratch_262_r270.png,False,
picture_scratch_262,val,train,r90,2,train/images/picture_scratch_262_r90.png,False,
picture_scratch_263,train,train,base,2,train/images/picture_scratch_263.png,True,split_v3/train/images/picture_scratch_263.png
picture_scratch_263,train,train,g0.6,2,train/images/picture_scratch_263_g0.6.png,False,
picture_scratch_263,train,train,g1.6,2,train/images/picture_scratch_263_g1.6.png,False,
picture_scratch_263,train,train,r180,2,train/images/picture_scratch_263_r180.png,True,split_v3/train/images/picture_scratch_263_r180.png
picture_scratch_263,train,train,r270,2,train/images/picture_scratch_263_r270.png,True,split_v3/train/images/picture_scratch_263_r270.png
picture_scratch_263,train,train,r90,2,train/images/picture_scratch_263_r90.png,True,split_v3/train/images/picture_scratch_263_r90.png
picture_scratch_264,val,train,base,2,train/images/picture_scratch_264.png,True,split_v3/val/images/picture_scratch_264.png
picture_scratch_264,val,train,g0.6,2,train/images/picture_scratch_264_g0.6.png,False,
picture_scratch_264,val,train,g1.6,2,train/images/picture_scratch_264_g1.6.png,False,
picture_scratch_264,val,train,r180,2,train/images/picture_scratch_264_r180.png,False,
picture_scratch_264,val,train,r270,2,train/images/picture_scratch_264_r270.png,False,
picture_scratch_264,val,train,r90,2,train/images/picture_scratch_264_r90.png,False,
picture_scratch_265,train,train,base,2,train/images/picture_scratch_265.png,True,split_v3/train/images/picture_scratch_265.png
picture_scratch_265,train,train,g0.6,2,train/images/picture_scratch_265_g0.6.png,False,
picture_scratch_265,train,train,g1.6,2,train/images/picture_scratch_265_g1.6.png,False,
picture_scratch_265,train,train,r180,2,train/images/picture_scratch_265_r180.png,True,split_v3/train/images/picture_scratch_265_r180.png
picture_scratch_265,train,train,r270,2,train/images/picture_scratch_265_r270.png,True,split_v3/train/images/picture_scratch_265_r270.png
picture_scratch_265,train,train,r90,2,train/images/picture_scratch_265_r90.png,True,split_v3/train/images/picture_scratch_265_r90.png
picture_scratch_266,train,train,base,2,train/images/picture_scratch_266.png,True,split_v3/train/images/picture_scratch_266.png
picture_scratch_266,train,train,g0.6,2,train/images/picture_scratch_266_g0.6.png,False,
picture_scratch_266,train,train,g1.6,2,train/images/picture_scratch_266_g1.6.png,False,
picture_scratch_266,train,train,r180,2,train/images/picture_scratch_266_r180.png,True,split_v3/train/images/picture_scratch_266_r180.png
picture_scratch_266,train,train,r270,2,train/images/picture_scratch_266_r270.png,True,split_v3/train/images/picture_scratch_266_r270.png
picture_scratch_266,train,train,r90,2,train/images/picture_scratch_266_r90.png,True,split_v3/train/images/picture_scratch_266_r90.png
picture_scratch_267,train,train,base,2,train/images/picture_scratch_267.png,True,split_v3/train/images/picture_scratch_267.png
picture_scratch_267,train,train,g0.6,2,train/images/picture_scratch_267_g0.6.png,False,
picture_scratch_267,train,train,g1.6,2,train/images/picture_scratch_267_g1.6.png,False,
picture_scratch_267,train,train,r180,2,train/images/picture_scratch_267_r180.png,True,split_v3/train/images/picture_scratch_267_r180.png
picture_scratch_267,train,train,r270,2,train/images/picture_scratch_267_r270.png,True,split_v3/train/images/picture_scratch_267_r270.png
picture_scratch_267,train,train,r90,2,train/images/picture_scratch_267_r90.png,True,split_v3/train/images/picture_scratch_267_r90.png
picture_scratch_268,train,train,base,2,train/images/picture_scratch_268.png,True,split_v3/train/images/picture_scratch_268.png
picture_scratch_268,train,train,g0.6,2,train/images/picture_scratch_268_g0.6.png,False,
picture_scratch_268,train,train,g1.6,2,train/images/picture_scratch_268_g1.6.png,False,
picture_scratch_268,train,train,r180,2,train/images/picture_scratch_268_r180.png,True,split_v3/train/images/picture_scratch_268_r180.png
picture_scratch_268,train,train,r270,2,train/images/picture_scratch_268_r270.png,True,split_v3/train/images/picture_scratch_268_r270.png
picture_scratch_268,train,train,r90,2,train/images/picture_scratch_268_r90.png,True,split_v3/train/images/picture_scratch_268_r90.png
picture_scratch_269,train,train,base,2,train/images/picture_scratch_269.png,True,split_v3/train/images/picture_scratch_269.png
picture_scratch_269,train,train,g0.6,2,train/images/picture_scratch_269_g0.6.png,False,
picture_scratch_269,train,train,g1.6,2,train/images/picture_scratch_269_g1.6.png,False,
picture_scratch_269,train,train,r180,2,train/images/picture_scratch_269_r180.png,True,split_v3/train/images/picture_scratch_269_r180.png
picture_scratch_269,train,train,r270,2,train/images/picture_scratch_269_r270.png,True,split_v3/train/images/picture_scratch_269_r270.png
picture_scratch_269,train,train,r90,2,train/images/picture_scratch_269_r90.png,True,split_v3/train/images/picture_scratch_269_r90.png
picture_scratch_270,train,train,base,2,train/images/picture_scratch_270.png,True,split_v3/train/images/picture_scratch_270.png
picture_scratch_270,train,train,g0.6,2,train/images/picture_scratch_270_g0.6.png,False,
picture_scratch_270,train,train,g1.6,2,train/images/picture_scratch_270_g1.6.png,False,
picture_scratch_270,train,train,r180,2,train/images/picture_scratch_270_r180.png,True,split_v3/train/images/picture_scratch_270_r180.png
picture_scratch_270,train,train,r270,2,train/images/picture_scratch_270_r270.png,True,split_v3/train/images/picture_scratch_270_r270.png
picture_scratch_270,train,train,r90,2,train/images/picture_scratch_270_r90.png,True,split_v3/train/images/picture_scratch_270_r90.png
picture_scratch_271,val,train,base,2,train/images/picture_scratch_271.png,True,split_v3/val/images/picture_scratch_271.png
picture_scratch_271,val,train,g0.6,2,train/images/picture_scratch_271_g0.6.png,False,
picture_scratch_271,val,train,g1.6,2,train/images/picture_scratch_271_g1.6.png,False,
picture_scratch_271,val,train,r180,2,train/images/picture_scratch_271_r180.png,False,
picture_scratch_271,val,train,r270,2,train/images/picture_scratch_271_r270.png,False,
picture_scratch_271,val,train,r90,2,train/images/picture_scratch_271_r90.png,False,
picture_scratch_272,train,train,base,2,train/images/picture_scratch_272.png,True,split_v3/train/images/picture_scratch_272.png
picture_scratch_272,train,train,g0.6,2,train/images/picture_scratch_272_g0.6.png,False,
picture_scratch_272,train,train,g1.6,2,train/images/picture_scratch_272_g1.6.png,False,
picture_scratch_272,train,train,r180,2,train/images/picture_scratch_272_r180.png,True,split_v3/train/images/picture_scratch_272_r180.png
picture_scratch_272,train,train,r270,2,train/images/picture_scratch_272_r270.png,True,split_v3/train/images/picture_scratch_272_r270.png
picture_scratch_272,train,train,r90,2,train/images/picture_scratch_272_r90.png,True,split_v3/train/images/picture_scratch_272_r90.png
picture_scratch_273,train,test,base,2,test/images/picture_scratch_273.png,True,split_v3/train/images/picture_scratch_273.png
picture_scratch_274,train,train,base,2,train/images/picture_scratch_274.png,True,split_v3/train/images/picture_scratch_274.png
picture_scratch_274,train,train,g0.6,2,train/images/picture_scratch_274_g0.6.png,False,
picture_scratch_274,train,train,g1.6,2,train/images/picture_scratch_274_g1.6.png,False,
picture_scratch_274,train,train,r180,2,train/images/picture_scratch_274_r180.png,True,split_v3/train/images/picture_scratch_274_r180.png
picture_scratch_274,train,train,r270,2,train/images/picture_scratch_274_r270.png,True,split_v3/train/images/picture_scratch_274_r270.png
picture_scratch_274,train,train,r90,2,train/images/picture_scratch_274_r90.png,True,split_v3/train/images/picture_scratch_274_r90.png
picture_scratch_275,val,train,base,2,train/images/picture_scratch_275.png,True,split_v3/val/images/picture_scratch_275.png
picture_scratch_275,val,train,g0.6,2,train/images/picture_scratch_275_g0.6.png,False,
picture_scratch_275,val,train,g1.6,2,train/images/picture_scratch_275_g1.6.png,False,
picture_scratch_275,val,train,r180,2,train/images/picture_scratch_275_r180.png,False,
picture_scratch_275,val,train,r270,2,train/images/picture_scratch_275_r270.png,False,
picture_scratch_275,val,train,r90,2,train/images/picture_scratch_275_r90.png,False,
picture_scratch_276,train,train,base,2,train/images/picture_scratch_276.png,True,split_v3/train/images/picture_scratch_276.png
picture_scratch_276,train,train,g0.6,2,train/images/picture_scratch_276_g0.6.png,False,
picture_scratch_276,train,train,g1.6,2,train/images/picture_scratch_276_g1.6.png,False,
picture_scratch_276,train,train,r180,2,train/images/picture_scratch_276_r180.png,True,split_v3/train/images/picture_scratch_276_r180.png
picture_scratch_276,train,train,r270,2,train/images/picture_scratch_276_r270.png,True,split_v3/train/images/picture_scratch_276_r270.png
picture_scratch_276,train,train,r90,2,train/images/picture_scratch_276_r90.png,True,split_v3/train/images/picture_scratch_276_r90.png
picture_scratch_277,test,train,base,2,train/images/picture_scratch_277.png,True,split_v3/test/images/picture_scratch_277.png
picture_scratch_277,test,train,g0.6,2,train/images/picture_scratch_277_g0.6.png,False,
picture_scratch_277,test,train,g1.6,2,train/images/picture_scratch_277_g1.6.png,False,
picture_scratch_277,test,train,r180,2,train/images/picture_scratch_277_r180.png,False,
picture_scratch_277,test,train,r270,2,train/images/picture_scratch_277_r270.png,False,
picture_scratch_277,test,train,r90,2,train/images/picture_scratch_277_r90.png,False,
picture_scratch_278,train,test,base,2,test/images/picture_scratch_278.png,True,split_v3/train/images/picture_scratch_278.png
picture_scratch_279,train,test,base,2,test/images/picture_scratch_279.png,True,split_v3/train/images/picture_scratch_279.png
picture_scratch_280,train,train,base,2,train/images/picture_scratch_280.png,True,split_v3/train/images/picture_scratch_280.png
picture_scratch_280,train,train,g0.6,2,train/images/picture_scratch_280_g0.6.png,False,
picture_scratch_280,train,train,g1.6,2,train/images/picture_scratch_280_g1.6.png,False,
picture_scratch_280,train,train,r180,2,train/images/picture_scratch_280_r180.png,True,split_v3/train/images/picture_scratch_280_r180.png
picture_scratch_280,train,train,r270,2,train/images/picture_scratch_280_r270.png,True,split_v3/train/images/picture_scratch_280_r270.png
picture_scratch_280,train,train,r90,2,train/images/picture_scratch_280_r90.png,True,split_v3/train/images/picture_scratch_280_r90.png
picture_scratch_281,train,train,base,2,train/images/picture_scratch_281.png,True,split_v3/train/images/picture_scratch_281.png
picture_scratch_281,train,train,g0.6,2,train/images/picture_scratch_281_g0.6.png,False,
picture_scratch_281,train,train,g1.6,2,train/images/picture_scratch_281_g1.6.png,False,
picture_scratch_281,train,train,r180,2,train/images/picture_scratch_281_r180.png,True,split_v3/train/images/picture_scratch_281_r180.png
picture_scratch_281,train,train,r270,2,train/images/picture_scratch_281_r270.png,True,split_v3/train/images/picture_scratch_281_r270.png
picture_scratch_281,train,train,r90,2,train/images/picture_scratch_281_r90.png,True,split_v3/train/images/picture_scratch_281_r90.png
picture_scratch_282,train,train,base,2,train/images/picture_scratch_282.png,True,split_v3/train/images/picture_scratch_282.png
picture_scratch_282,train,train,g0.6,2,train/images/picture_scratch_282_g0.6.png,False,
picture_scratch_282,train,train,g1.6,2,train/images/picture_scratch_282_g1.6.png,False,
picture_scratch_282,train,train,r180,2,train/images/picture_scratch_282_r180.png,True,split_v3/train/images/picture_scratch_282_r180.png
picture_scratch_282,train,train,r270,2,train/images/picture_scratch_282_r270.png,True,split_v3/train/images/picture_scratch_282_r270.png
picture_scratch_282,train,train,r90,2,train/images/picture_scratch_282_r90.png,True,split_v3/train/images/picture_scratch_282_r90.png
picture_scratch_283,train,train,base,2,train/images/picture_scratch_283.png,True,split_v3/train/images/picture_scratch_283.png
picture_scratch_283,train,train,g0.6,2,train/images/picture_scratch_283_g0.6.png,False,
picture_scratch_283,train,train,g1.6,2,train/images/picture_scratch_283_g1.6.png,False,
picture_scratch_283,train,train,r180,2,train/images/picture_scratch_283_r180.png,True,split_v3/train/images/picture_scratch_283_r180.png
picture_scratch_283,train,train,r270,2,train/images/picture_scratch_283_r270.png,True,split_v3/train/images/picture_scratch_283_r270.png
picture_scratch_283,train,train,r90,2,train/images/picture_scratch_283_r90.png,True,split_v3/train/images/picture_scratch_283_r90.png
picture_scratch_284,train,train,base,2,train/images/picture_scratch_284.png,True,split_v3/train/images/picture_scratch_284.png
picture_scratch_284,train,train,g0.6,2,train/images/picture_scratch_284_g0.6.png,False,
picture_scratch_284,train,train,g1.6,2,train/images/picture_scratch_284_g1.6.png,False,
picture_scratch_284,train,train,r180,2,train/images/picture_scratch_284_r180.png,True,split_v3/train/images/picture_scratch_284_r180.png
picture_scratch_284,train,train,r270,2,train/images/picture_scratch_284_r270.png,True,split_v3/train/images/picture_scratch_284_r270.png
picture_scratch_284,train,train,r90,2,train/images/picture_scratch_284_r90.png,True,split_v3/train/images/picture_scratch_284_r90.png
picture_scratch_285,val,test,base,2,test/images/picture_scratch_285.png,True,split_v3/val/images/picture_scratch_285.png
picture_scratch_286,train,train,base,2,train/images/picture_scratch_286.png,True,split_v3/train/images/picture_scratch_286.png
picture_scratch_286,train,train,g0.6,2,train/images/picture_scratch_286_g0.6.png,False,
picture_scratch_286,train,train,g1.6,2,train/images/picture_scratch_286_g1.6.png,False,
picture_scratch_286,train,train,r180,2,train/images/picture_scratch_286_r180.png,True,split_v3/train/images/picture_scratch_286_r180.png
picture_scratch_286,train,train,r270,2,train/images/picture_scratch_286_r270.png,True,split_v3/train/images/picture_scratch_286_r270.png
